SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User1955> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User3483> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User1243> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User3840> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User3985> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User4242> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User3609> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User1403> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
http://db.uwaterloo.ca/~galuc/wsdbm/Product607,http://db.uwaterloo.ca/~galuc/wsdbm/ProductCategory7,cesspools
http://db.uwaterloo.ca/~galuc/wsdbm/Product50,http://db.uwaterloo.ca/~galuc/wsdbm/ProductCategory6,Garrett's wreckers towheaded indent's ensured
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User2575> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User1649> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
http://db.uwaterloo.ca/~galuc/wsdbm/Product0,http://db.uwaterloo.ca/~galuc/wsdbm/ProductCategory3,Ottoman's Eucharists pharmaceutical's passageways Mancini reconnaissance's
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User3392> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User2214> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
http://db.uwaterloo.ca/~galuc/wsdbm/Product10,http://db.uwaterloo.ca/~galuc/wsdbm/ProductCategory8,politician herdsman future mouthing numbing Logan rearmed
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User563> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
http://db.uwaterloo.ca/~galuc/wsdbm/Product243,http://db.uwaterloo.ca/~galuc/wsdbm/ProductCategory2,gardenia Lenore toreador's hibernation waterline's vacillated handy downhill rob derby's elasticity's bogy slippers teemed necromancer Corteses whir mimosa's wobblier editor's bohemians
http://db.uwaterloo.ca/~galuc/wsdbm/Product0,http://db.uwaterloo.ca/~galuc/wsdbm/ProductCategory3,Ottoman's Eucharists pharmaceutical's passageways Mancini reconnaissance's
http://db.uwaterloo.ca/~galuc/wsdbm/Product295,http://db.uwaterloo.ca/~galuc/wsdbm/ProductCategory4,Job's heehawing embezzled ingot peacetime Blenheim googling contemplative gingersnap Cowper scrounge draftier cheerlessness's speciously Hangul's night misquotes exportation Burma ante hummus abreast rhomboid Midwest's
http://db.uwaterloo.ca/~galuc/wsdbm/Product580,http://db.uwaterloo.ca/~galuc/wsdbm/ProductCategory2,ailed prophecy's slouchiest Carmella's steed's Lochinvar moonshots relaxation's semen's echelons
http://db.uwaterloo.ca/~galuc/wsdbm/Product10,http://db.uwaterloo.ca/~galuc/wsdbm/ProductCategory8,politician herdsman future mouthing numbing Logan rearmed
http://db.uwaterloo.ca/~galuc/wsdbm/Product1104,http://db.uwaterloo.ca/~galuc/wsdbm/ProductCategory13,Caph avoidably Mari's summoner's negotiating
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User4452> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User1361> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User3284> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User4184> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
http://db.uwaterloo.ca/~galuc/wsdbm/Product1175,http://db.uwaterloo.ca/~galuc/wsdbm/ProductCategory5,upside compasses Hayden valedictorian horsefly's Maryellen
http://db.uwaterloo.ca/~galuc/wsdbm/Product175,http://db.uwaterloo.ca/~galuc/wsdbm/ProductCategory13,hollered Golconda
http://db.uwaterloo.ca/~galuc/wsdbm/Product561,http://db.uwaterloo.ca/~galuc/wsdbm/ProductCategory13,associates marihuana's Savage Tadzhikistan Floyd's Erlenmeyer's prognostication's bluejays earner's
http://db.uwaterloo.ca/~galuc/wsdbm/Product374,http://db.uwaterloo.ca/~galuc/wsdbm/ProductCategory12,business's modelings Gatling's vision's bumped hammock's
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User1667> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User4326> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User199> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User3708> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User172> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User763> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User3706> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User2416> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User2702> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User3800> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
http://db.uwaterloo.ca/~galuc/wsdbm/Product6,http://db.uwaterloo.ca/~galuc/wsdbm/ProductCategory2,reindeer's treasures calipered Bryan's
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User297> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User398> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User1733> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User2826> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User3161> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User4850> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User4042> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User2877> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User3645> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User587> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User805> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User3706> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User563> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
http://db.uwaterloo.ca/~galuc/wsdbm/Product1104,http://db.uwaterloo.ca/~galuc/wsdbm/ProductCategory13,Caph avoidably Mari's summoner's negotiating
http://db.uwaterloo.ca/~galuc/wsdbm/Product295,http://db.uwaterloo.ca/~galuc/wsdbm/ProductCategory4,Job's heehawing embezzled ingot peacetime Blenheim googling contemplative gingersnap Cowper scrounge draftier cheerlessness's speciously Hangul's night misquotes exportation Burma ante hummus abreast rhomboid Midwest's
http://db.uwaterloo.ca/~galuc/wsdbm/Product243,http://db.uwaterloo.ca/~galuc/wsdbm/ProductCategory2,gardenia Lenore toreador's hibernation waterline's vacillated handy downhill rob derby's elasticity's bogy slippers teemed necromancer Corteses whir mimosa's wobblier editor's bohemians
http://db.uwaterloo.ca/~galuc/wsdbm/Product10,http://db.uwaterloo.ca/~galuc/wsdbm/ProductCategory8,politician herdsman future mouthing numbing Logan rearmed
http://db.uwaterloo.ca/~galuc/wsdbm/Product580,http://db.uwaterloo.ca/~galuc/wsdbm/ProductCategory2,ailed prophecy's slouchiest Carmella's steed's Lochinvar moonshots relaxation's semen's echelons
http://db.uwaterloo.ca/~galuc/wsdbm/Product0,http://db.uwaterloo.ca/~galuc/wsdbm/ProductCategory3,Ottoman's Eucharists pharmaceutical's passageways Mancini reconnaissance's
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User125> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User4005> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User589> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User913> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
http://db.uwaterloo.ca/~galuc/wsdbm/Product0,http://db.uwaterloo.ca/~galuc/wsdbm/ProductCategory3,Ottoman's Eucharists pharmaceutical's passageways Mancini reconnaissance's
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User1465> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User1500> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User3594> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
http://db.uwaterloo.ca/~galuc/wsdbm/Product6,http://db.uwaterloo.ca/~galuc/wsdbm/ProductCategory2,reindeer's treasures calipered Bryan's
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User245> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User144> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User4651> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User2047> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User363> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User4521> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
http://db.uwaterloo.ca/~galuc/wsdbm/Product0,http://db.uwaterloo.ca/~galuc/wsdbm/ProductCategory3,Ottoman's Eucharists pharmaceutical's passageways Mancini reconnaissance's
http://db.uwaterloo.ca/~galuc/wsdbm/Product851,http://db.uwaterloo.ca/~galuc/wsdbm/ProductCategory7,lampblack's reenlisting pompon's bellowing arenas Kelly's Zelma's
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User2964> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
http://db.uwaterloo.ca/~galuc/wsdbm/Product245,http://db.uwaterloo.ca/~galuc/wsdbm/ProductCategory1,qualifier's yaw's entail
http://db.uwaterloo.ca/~galuc/wsdbm/Product697,http://db.uwaterloo.ca/~galuc/wsdbm/ProductCategory4,profanity's throttle lightly Murphy's Gatun's conducts grovelers uninterested consign come McCarty dickey's relegation miscalculated Stravinsky's memorable faulty socially optometrists jingles doggone oared benefit
http://db.uwaterloo.ca/~galuc/wsdbm/Product352,http://db.uwaterloo.ca/~galuc/wsdbm/ProductCategory9,expectant Eakins stolidly nicknaming Lacy swayed exhort thudded Cs toastiest truffle refutations Einstein's Byron
http://db.uwaterloo.ca/~galuc/wsdbm/Product482,http://db.uwaterloo.ca/~galuc/wsdbm/ProductCategory5,Cepheid tourniquets gunner's underbellies toadied Miranda's dangling Rastafarian Valvoline condors burnoose's Achilles's
http://db.uwaterloo.ca/~galuc/wsdbm/Product0,http://db.uwaterloo.ca/~galuc/wsdbm/ProductCategory3,Ottoman's Eucharists pharmaceutical's passageways Mancini reconnaissance's
http://db.uwaterloo.ca/~galuc/wsdbm/Product764,http://db.uwaterloo.ca/~galuc/wsdbm/ProductCategory13,pews raced instantaneous Hunt's spray preventives stampede limpidly transitting teamwork manipulations tension bean's impression's powerhouses wind slayers
http://db.uwaterloo.ca/~galuc/wsdbm/Product849,http://db.uwaterloo.ca/~galuc/wsdbm/ProductCategory13,retardation's civet Parisian's hippo opaque trellising savaged drove's
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User2573> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
http://db.uwaterloo.ca/~galuc/wsdbm/Product310,http://db.uwaterloo.ca/~galuc/wsdbm/ProductCategory1,despoil steep wand
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User3230> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User3219> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User313> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
SELECT ?v0 ?v1 ?v2 WHERE {	?v0 <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> ?v1 .	?v0 <http://schema.org/text> ?v2 .	<http://db.uwaterloo.ca/~galuc/wsdbm/User1244> <http://db.uwaterloo.ca/~galuc/wsdbm/likes> ?v0 .}
v0,v1,v2
